310,-22
297,-83
299,-81
300,-87
299,-112
290,-112
183,-170
182,-164
187,-167
186,-166
181,-169
179,-173
35,-298
27,-295
30,-288
33,-295
268,-453
264,-450
265,-447
267,-449
268,-538
266,-537
266,-536
261,-521
259,-520
259,-524
261,-532
270,-583
263,-587
260,-592
268,-595
295,-618
298,-624
332,-626
329,-631
326,-628
337,-631
343,-630
349,-627
356,-626
460,-653
468,-649
471,-650
485,-650
486,-645
490,-443
493,-438
494,-438
496,-433
514,-362
513,-355
506,-350
511,-255
505,-252
500,-250
500,-244
355,-166
347,-164
328,-153
321,-154
315,-147
300,-140
283,-138
267,-132
267,-123
263,-118
256,-121
254,-125
250,-127
225,-156
220,-162
222,-167
217,-178
212,-178
208,-173
91,-178
83,-180
44,-205
42,-211
39,-226
38,-232
36,-241
38,-332
46,-336
53,-339
212,-354
218,-353
225,-358
230,-365
311,-354
316,-357
316,-358
321,-359
327,-361
332,-359
337,-355
354,-354
362,-357
367,-363
411,-367
416,-363
421,-358
428,-355
433,-354
436,-348
437,-343
434,-337
270,-536
270,-536
271,-535
271,-539
210,-629
203,-634
37,-452
37,-448
37,-443
54,-187
63,-188
248,-96
255,-96
259,-95
257,-87
281,-3
284,-7
285,-13
283,-30
386,-172
388,-167
387,-165
393,-166
392,-175
286,-372
279,-372
272,-367
267,-366
263,-371
267,-373
267,-496
261,-494
260,-489
262,-519
262,-520
260,-516
260,-515
260,-514
260,-521
263,-527
265,-529
259,-531
259,-539
265,-545
272,-594
259,-477
257,-485
277,-602
280,-604
279,-600
280,-527
280,-497
280,-494
326,-495
335,-495
408,-441
409,-435
402,-429
404,-364
398,-365
391,-364
386,-361
322,-358
315,-355
315,-355
317,-355
313,-360
294,-364
289,-358
281,-355
238,-354
236,-347
236,-345
236,-346
216,-354
182,-359
177,-363
175,-368
31,-296
244,-129
247,-124
242,-121
247,-84
244,-76
235,-76
228,-81
220,-80
212,-85
209,-80
217,-81
222,-89
198,-175
194,-181
195,-188
385,-178
385,-185
383,-194
386,-191
391,-186
433,-176
435,-176
438,-174
446,-178
266,-51
267,-57
268,-58
282,-90
282,-91
361,-178
358,-176
489,-193
493,-200
490,-207
489,-213
493,-220
493,-421
492,-429
497,-436
461,-428
452,-428
444,-429
435,-430
426,-431
304,-522
297,-521
293,-515
289,-514
286,-520
284,-528
269,-585
265,-592
270,-598
275,-605
269,-610
263,-615
233,-630
227,-631
205,-626
197,-629
128,-636
120,-639
39,-613
35,-609
30,-615
32,-623
35,-629
35,-630
35,-628
23,-570
25,-564
28,-564
30,-558
26,-550
22,-291
22,-283
23,-274
24,-265
27,-217
57,-202
65,-199
205,-148
206,-145
206,-145
242,-111
241,-111
35,-222
31,-231
245,-424
493,-359
493,-359
493,-355
493,-198
492,-199
482,-196
480,-194
477,-191
472,-188
469,-185
434,-176
430,-178
425,-173
398,-173
393,-173
372,-171
371,-171
290,-141
283,-140
275,-137
267,-136
201,-175
192,-175
184,-177
265,-491
262,-498
267,-493
272,-490
268,-497
267,-558
30,-457
37,-442
34,-436
31,-429
337,-164
337,-168
336,-167
335,-167
333,-168
306,-180
301,-186
298,-186
357,-175
364,-172
372,-173
380,-176
354,-366
346,-368
251,-377
246,-375
240,-375
233,-373
226,-367
228,-366
226,-367
218,-366
209,-367
61,-374
37,-383
33,-378
33,-370
103,-198
380,-472
376,-479
376,-477
375,-481
366,-482
309,-498
306,-499
300,-503
292,-502
284,-497
277,-499
275,-499
273,-498
267,-477
264,-472
264,-472
258,-59
259,-67
292,-129
299,-133
306,-128
311,-134
416,-177
423,-173
401,-371
401,-372
393,-382
385,-386
320,-364
282,-382
35,-372
52,-373
127,-369
134,-372
142,-368
148,-363
142,-362
134,-366
208,-156
208,-148
202,-142
198,-136
200,-128
205,-121
357,-165
358,-165
352,-166
344,-166
297,-130
289,-127
237,-2
243,-2
251,-2
257,-2
264,-7
177,-174
178,-173
177,-173
173,-170
168,-177
48,-203
41,-208
38,-214
36,-222
29,-227
24,-232
25,-241
18,-301
18,-310
22,-317
28,-323
26,-350
31,-356
40,-356
44,-362
52,-364
165,-358
166,-366
163,-374
162,-389
161,-389
157,-391
161,-398
168,-402
169,-448
176,-446
178,-438
187,-424
195,-424
253,-439
252,-439
246,-412
251,-406
239,-375
236,-367
243,-362
260,-360
267,-364
310,-355
310,-356
315,-362
370,-415
378,-415
386,-413
388,-418
358,-507
357,-503
356,-503
352,-510
344,-510
337,-512
305,-517
299,-512
292,-516
270,-590
266,-596
259,-600
264,-605
272,-608
457,-629
466,-631
474,-633
478,-627
489,-444
496,-412
499,-405
499,-396
497,-370
497,-367
495,-332
493,-329
493,-329
425,-359
416,-358
414,-354
420,-354
424,-358
265,-459
266,-459
265,-460
264,-468
264,-476
265,-476
269,-478
269,-478
269,-478
267,-483
260,-488
261,-495
259,-601
258,-606
263,-613
268,-619
260,-622
251,-620
104,-421
112,-418
120,-422
128,-426
133,-419
137,-417
145,-416
179,-422
180,-431
188,-431
195,-426
204,-411
212,-413
238,-411
285,-372
291,-376
295,-370
297,-368
432,-359
441,-359
445,-366
451,-364
456,-357
486,-331
486,-327
487,-323
489,-316
490,-307
488,-228
492,-225
499,-228
506,-233
506,-228
508,-224
501,-219
493,-222
487,-226
482,-223
478,-216
478,-208
470,-205
356,-176
348,-178
342,-174
309,-113
303,-112
306,-116
313,-121
321,-125
322,-133
321,-141
327,-147
331,-147
335,-146
345,-171
353,-169
419,-185
425,-190
429,-198
437,-198
316,-366
262,-362
261,-369
261,-374
265,-491
262,-498
267,-493
272,-490
268,-497
267,-558
30,-457
37,-442
34,-436
31,-429
337,-164
337,-168
336,-167
335,-167
333,-168
306,-180
301,-186
298,-186
266,-451
246,-375
238,-373
229,-371
99,-360
90,-359
83,-355
78,-358
42,-331
112,-200
112,-201
201,-202
324,-202
329,-202
488,-304
341,-360
292,-363
291,-363
291,-360
291,-361
286,-367
257,-451
31,-589
80,-183
